postal_code,post_office,post_office_bn,upazila,upazila_bn,district,district_bn,division,division_bn
5500,Lalmonirhat Sadar,লালমনিরহাট জাগো,Lalmonirhat Sadar,লালমনিরহাট জাগো,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5501,Moghalhat,মোগলহাট,Lalmonirhat Sadar,লালমনিরহাট জাগো,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5541,Baura,বাউরা,Patgram,পাটগ্রাম,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5542,Burimari,বুড়িমারী,Patgram,পাটগ্রাম,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5540,Patgram,পাটগ্রাম,Patgram,পাটগ্রাম,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5520,Tushbhandar,তুষভান্ডার,Tushbhandar,তুষভান্ডার,Lalmonirhat,লালমনিরহাট,Rangpur,রংপুর
5350,Dimla,ডিমলা,Dimla,ডিমলা,Nilphamari,নীলফামারী,Rangpur,রংপুর
5351,Ghaga Kharibari,ঘাগা খড়িবাড়ি,Dimla,ডিমলা,Nilphamari,নীলফামারী,Rangpur,রংপুর
5341,Chilahati,চিলাহাটি,Domar,ডোমার,Nilphamari,নীলফামারী,Rangpur,রংপুর
5340,Domar,ডোমার,Domar,ডোমার,Nilphamari,নীলফামারী,Rangpur,রংপুর
5330,Jaldhaka,জলঢাকা,Jaldhaka,জলঢাকা,Nilphamari,নীলফামারী,Rangpur,রংপুর
5320,Kishoriganj,কিশোরগঞ্জ,Kishoriganj,কিশোরগঞ্জ,Nilphamari,নীলফামারী,Rangpur,রংপুর
5300,Nilphamari Sadar,নীলফামারী সচেতন মো,Nilphamari Sadar,নীলফামারী সচেতন মো,Nilphamari,নীলফামারী,Rangpur,রংপুর
5301,Nilphamari Sugar Mil,নীলফামারী চিনিকল,Nilphamari Sadar,নীলফামারী সচেতন মো,Nilphamari,নীলফামারী,Rangpur,রংপুর
5310,Syedpur,সৈয়দপুর,Syedpur,সৈয়দপুর,Nilphamari,নীলফামারী,Rangpur,রংপুর
5311,Syedpur Upashahar,সৈয়দপুর উপশহর,Syedpur,সৈয়দপুর,Nilphamari,নীলফামারী,Rangpur,রংপুর
5010,Boda,বোদা,Boda,বোদা,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5040,Chotto Dab,ছোটো ড্যাব,Chotto Dab,ছোটো ড্যাব,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5041,Mirjapur,মির্জাপুর,Chotto Dab,ছোটো ড্যাব,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5020,Dabiganj,দবিগঞ্জ,Dabiganj,দবিগঞ্জ,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5000,Panchagar Sadar,পঞ্চগড় সদর,Panchagra Sadar,পঞ্চগড়া সদর,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5030,Tetulia,উপরে উঠুন,Tetulia,উপরে উঠুন,Panchagarh,পঞ্চগড়,Rangpur,রংপুর
5430,Badarganj,বদরগঞ্জ,Badarganj,বদরগঞ্জ,Rangpur,রংপুর,Rangpur,রংপুর
5431,Shyampur,শ্যামপুর,Badarganj,বদরগঞ্জ,Rangpur,রংপুর,Rangpur,রংপুর
5410,Gangachara,গঙ্গাচড়া,Gangachara,গঙ্গাচড়া,Rangpur,রংপুর,Rangpur,রংপুর
5441,Haragachh,হারাগাছ,Kaunia,কাউনিয়া,Rangpur,রংপুর,Rangpur,রংপুর
5440,Kaunia,কাউনিয়া,Kaunia,কাউনিয়া,Rangpur,রংপুর,Rangpur,রংপুর
5460,Mithapukur,মিঠাপুকুর,Mithapukur,মিঠাপুকুর,Rangpur,রংপুর,Rangpur,রংপুর
5450,Pirgachha,পীরগাছা,Pirgachha,পীরগাছা,Rangpur,রংপুর,Rangpur,রংপুর
5402,Alamnagar,আলমনগর,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5403,Mahiganj,মাহিগঞ্জ,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5404,Rangpur Cadet Colleg,রংপুর ক্যাডেট কলেজ,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5405,Rangpur Carmiecal Col,রংপুর কারমিক্যাল কর্নেল,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5400,Rangpur Sadar,রংপুর সদর,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5401,Rangpur Upa-Shahar,রংপুর উপ-শহর,Rangpur Sadar,রংপুর সদর,Rangpur,রংপুর,Rangpur,রংপুর
5420,Taraganj,তারাগঞ্জ,Taraganj,তারাগঞ্জ,Rangpur,রংপুর,Rangpur,রংপুর
5140,Baliadangi,বালিয়াডাঙ্গী,Baliadangi,বালিয়াডাঙ্গী,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5141,Lahiri,লাহিড়ী,Baliadangi,বালিয়াডাঙ্গী,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5130,Jibanpur,জীবনপুর,Jibanpur,জীবনপুর,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5110,Pirganj,পীরগঞ্জ,Pirganj,পীরগঞ্জ,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5470,Pirganj,পীরগঞ্জ,Pirganj,পীরগঞ্জ,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5121,Nekmarad,নেকমরদ,Rani Sankail,রানী শংকাইল,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5120,Rani Sankail,রানী শংকাইল,Rani Sankail,রানী শংকাইল,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5103,Ruhia,রাশিয়া,Thakurgaon Sadar,ঠাকুরগাঁও সদর,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5102,Shibganj,শিবগঞ্জ,Thakurgaon Sadar,ঠাকুরগাঁও সদর,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5101,Thakurgaon Road,ঠাকুরগাঁও রোড,Thakurgaon Sadar,ঠাকুরগাঁও সদর,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
5100,Thakurgaon Sadar,ঠাকুরগাঁও সদর,Thakurgaon Sadar,ঠাকুরগাঁও সদর,Thakurgaon,ঠাকুরগাঁও,Rangpur,রংপুর
2030,Dewangonj,দেওয়ানগঞ্জ,Dewangonj,দেওয়ানগঞ্জ,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2031,Dewangonj S. Mills,দেওয়ানগঞ্জ এস মিলস,Dewangonj,দেওয়ানগঞ্জ,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2021,Durmoot,দুরমুট,Islampur,ইসলামপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2022,Gilabari,গিলবাড়ি,Islampur,ইসলামপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2020,Islampur,ইসলামপুর,Islampur,ইসলামপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2000,Jamalpur,জামালপুর,Jamalpur,জামালপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2001,Nandina,নন্দিনা,Jamalpur,জামালপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2002,Narundi,নারুন্দি,Jamalpur,জামালপুর,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2011,Jamalpur,জামালপুর,Malandah,মালান্দা,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2013,Mahmoodpur,মাহমুদপুর,Malandah,মালান্দা,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2012,Malancha,মালঞ্চা,Malandah,মালান্দা,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2010,Malandah,মালান্দা,Malandah,মালান্দা,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2041,Balijhuri,বালিঝুরি,Mathargonj,মাথারগঞ্জ,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2040,Mathargonj,মাথারগঞ্জ,Mathargonj,মাথারগঞ্জ,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2052,Bausee,বাউসি,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2051,Gunerbari,গুনেরবার কাছে,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2053,Jagannath Ghat,জগন্নাথ ঘাট,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2055,Jamuna Sar Karkhana,Jamuna Sar Karkhana,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2054,Pingna,পিংনা,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2050,Shorishabari,সরিষাবাড়ী,Shorishabari,সরিষাবাড়ী,Jamalpur,জামালপুর,Mymensingh,ময়মনসিংহ
2240,Bhaluka,ভালুকা,Bhaluka,ভালুকা,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2216,Fulbaria,ফুলবাড়ীয়া,Fulbaria,ফুলবাড়ীয়া,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2234,Duttarbazar,দত্তর বাজার,Gaforgaon,গফরগাঁও,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2230,Gaforgaon,গফরগাঁও,Gaforgaon,গফরগাঁও,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2233,Kandipara,সে আমাকে ছেড়ে চলে গেছে,Gaforgaon,গফরগাঁও,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2231,Shibganj,শিবগঞ্জ,Gaforgaon,গফরগাঁও,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2232,Usti,উপরে,Gaforgaon,গফরগাঁও,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2270,Gouripur,গৌরীপুর,Gouripur,গৌরীপুর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2271,Ramgopalpur,গোপালপুর,Gouripur,গৌরীপুর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2261,Dhara,ধারা,Haluaghat,হালুয়াঘাট,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2260,Haluaghat,হালুয়াঘাট,Haluaghat,হালুয়াঘাট,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2262,Munshirhat,মুন্সিরহাট,Haluaghat,হালুয়াঘাট,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2282,Atharabari,আঠারবাড়ী,Isshwargonj,ঈশ্বরগঞ্জ,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2280,Isshwargonj,ঈশ্বরগঞ্জ,Isshwargonj,ঈশ্বরগঞ্জ,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2281,Sohagi,সোহাগী,Isshwargonj,ঈশ্বরগঞ্জ,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2210,Muktagachha,মুক্তাগাছা,Muktagachha,মুক্তাগাছা,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2202,Agriculture Universi,মহাবিশ্বের কৃষি,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2204,Biddyaganj,বিদ্যাগঞ্জ,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2201,Kawatkhali,আপাতত,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2200,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2205,Pearpur,পেয়ারপুর,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2203,Shombhuganj,শম্ভুগঞ্জ,Mymensingh Sadar,ময়মনসিংহ সদর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2291,Gangail,গাঙ্গাইল,Nandail,নান্দাইল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2290,Nandail,নান্দাইল,Nandail,নান্দাইল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2251,Beltia,বেলটিয়া,Phulpur,ফুলপুর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2250,Phulpur,ফুলপুর,Phulpur,ফুলপুর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2252,Tarakanda,তারাকান্দা,Phulpur,ফুলপুর,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2221,Ahmadbad,আহমদাবাদ,Trishal,ত্রিশাল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2223,Dhala,ভাল্লুক,Trishal,ত্রিশাল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2222,Ram Amritaganj,রাম অমৃতগঞ্জ,Trishal,ত্রিশাল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2220,Trishal,ত্রিশাল,Trishal,ত্রিশাল,Mymensingh,ময়মনসিংহ,Mymensingh,ময়মনসিংহ
2420,Susnng Durgapur,সুসং দুর্গাপুর,Susung Durgapur,উদ্দেশ্য,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2470,Atpara,আটপাড়া,Atpara,আটপাড়া,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2440,Barhatta,বারহাট্টা,Barhatta,বারহাট্টা,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2450,Dharampasha,ধরমপাশা,Dharmapasha,ধর্মপাশা,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2416,Dhobaura,কেটে ফেলুন,Dhobaura,কেটে ফেলুন,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2417,Sakoai,সাকোয়াই,Dhobaura,কেটে ফেলুন,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2430,Kalmakanda,কলমাকান্দা,Kalmakanda,কলমাকান্দা,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2480,Kendua,কেন্দুয়া,Kendua,কেন্দুয়া,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2460,Khaliajhri,খালিয়াঝরি,Khaliajuri,খালিয়াজুরী,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
2462,Shaldigha,শালদিঘা,Khaliajuri,খালিয়াজুরী,Netrokona,নেত্রকোনা,Mymensingh,ময়মনসিংহ
